                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.86599,                0.83785,                0.86616,                0.69723,                0.67698,                0.73596,                0.55463,                0.82518,                 1.0288,                 0.8533,             0.00085752,             0.00085752,             0.00085752
                     13,                0.83618,                0.81208,                0.84926,                0.77603,                0.66224,                0.78727,                0.59449,                 0.8612,                0.97588,                0.86205,             0.00091777,             0.00091777,             0.00091777
                     14,                0.84399,                0.81731,                0.86297,                0.58469,                0.69451,                0.62728,                0.47299,                0.87647,                 1.2826,                 0.8711,             0.00097607,             0.00097607,             0.00097607
                     15,                0.86599,                0.80067,                0.87089,                 0.5969,                0.76885,                0.59739,                0.46398,                0.80181,                 1.8103,                0.84756,              0.0010324,              0.0010324,              0.0010324
                     16,                 0.8372,                0.83264,                 0.8766,                0.48741,                0.76199,                0.48386,                0.37748,                0.78642,                 2.0605,                0.83367,              0.0010869,              0.0010869,              0.0010869
                     17,                0.84754,                0.73641,                0.85412,                0.75561,                0.73181,                0.80524,                0.62329,                0.83296,                0.94439,                 0.8414,              0.0011393,              0.0011393,              0.0011393
                     18,                0.84572,                0.72917,                0.85898,                0.73003,                 0.6514,                0.74233,                 0.5737,                0.81653,                 1.0222,                 0.8437,              0.0011899,              0.0011899,              0.0011899
                     19,                0.84986,                0.71981,                0.84871,                0.76044,                0.73985,                0.79755,                0.62573,                0.78167,                0.80166,                0.83838,              0.0012385,              0.0012385,              0.0012385
                     20,                  0.849,                0.75415,                0.85394,                0.74745,                0.72294,                0.83303,                0.63984,                0.79328,                0.82583,                 0.8406,              0.0012851,              0.0012851,              0.0012851
                     21,                0.86314,                0.71616,                0.85887,                0.78264,                0.72619,                0.80127,                0.63721,                0.75438,                0.83821,                0.83532,              0.0012787,              0.0012787,              0.0012787
                     22,                0.83636,                 0.7051,                0.85477,                0.75589,                0.68326,                0.77519,                0.59192,                0.86255,                 1.0184,                0.85987,              0.0012593,              0.0012593,              0.0012593
                     23,                0.86895,                0.70146,                 0.8681,                0.77516,                0.71368,                0.80517,                0.64232,                0.75816,                0.85901,                0.84084,              0.0012399,              0.0012399,              0.0012399
                     24,                0.84902,                0.67528,                0.85288,                 0.7126,                0.68989,                0.79521,                0.62012,                0.79088,                 1.0319,                0.83738,              0.0012204,              0.0012204,              0.0012204
                     25,                0.78509,                0.66822,                0.84919,                0.80361,                0.68165,                0.80359,                0.64385,                0.74185,                 0.8081,                0.83044,               0.001201,               0.001201,               0.001201
                     26,                0.81297,                0.70152,                 0.8476,                0.65388,                0.71886,                0.77865,                0.61317,                0.76218,                0.99318,                 0.8357,              0.0011816,              0.0011816,              0.0011816
                     27,                0.80727,                0.64782,                0.84942,                0.71124,                 0.7266,                 0.8124,                0.65315,                0.73991,                0.93761,                0.82696,              0.0011622,              0.0011622,              0.0011622
                     28,                0.76481,                0.60809,                0.83588,                0.80968,                0.63446,                0.76248,                 0.6108,                0.72409,                0.94349,                0.82823,              0.0011428,              0.0011428,              0.0011428
                     29,                0.74916,                0.58626,                0.84232,                0.76173,                0.72363,                 0.8024,                 0.6476,                0.72656,                0.77461,                0.82776,              0.0011234,              0.0011234,              0.0011234
                     30,                0.78309,                0.60412,                0.84669,                0.76431,                 0.7861,                0.82859,                0.65006,                0.78858,                0.76628,                0.83681,              0.0011039,              0.0011039,              0.0011039
                     31,                0.75216,                0.56793,                0.83997,                0.80329,                0.74597,                0.83286,                0.67116,                0.70649,                0.72944,                 0.8248,              0.0010845,              0.0010845,              0.0010845
                     32,                0.74696,                0.55504,                 0.8392,                 0.7664,                0.80866,                0.84672,                0.68371,                0.70181,                0.67761,                0.82264,              0.0010651,              0.0010651,              0.0010651
                     33,                0.74546,                0.55455,                0.84207,                0.77052,                 0.8089,                0.85092,                0.68924,                 0.7034,                0.65714,                0.82584,              0.0010457,              0.0010457,              0.0010457
                     34,                0.74404,                0.56668,                0.83227,                0.82918,                0.76683,                0.85949,                0.70251,                0.71002,                0.65529,                0.82472,              0.0010263,              0.0010263,              0.0010263
                     35,                0.75625,                0.57297,                0.83702,                0.84335,                0.77706,                0.86099,                 0.6931,                0.73934,                0.66936,                0.82978,              0.0010069,              0.0010069,              0.0010069
                     36,                0.72059,                0.54386,                0.84051,                0.78658,                0.77633,                 0.8324,                0.67302,                0.72006,                0.71755,                0.82846,             0.00098745,             0.00098745,             0.00098745
                     37,                0.74223,                0.55954,                0.83675,                0.79858,                0.77435,                0.84173,                0.68132,                0.73551,                0.70392,                0.82915,             0.00096804,             0.00096804,             0.00096804
                     38,                0.73045,                0.51965,                0.83296,                0.79558,                  0.764,                0.81765,                0.66377,                0.70846,                0.76856,                0.82099,             0.00094862,             0.00094862,             0.00094862
                     39,                0.73058,                0.56229,                0.83751,                 0.7854,                0.70147,                0.82276,                0.65653,                0.72487,                0.77839,                0.82434,             0.00092921,             0.00092921,             0.00092921
                     40,                0.73979,                 0.5224,                 0.8377,                0.79785,                0.79339,                0.83212,                0.68279,                0.68743,                0.71972,                0.81863,             0.00090979,             0.00090979,             0.00090979
                     41,                 0.7149,                0.53977,                0.83923,                 0.8274,                0.74927,                 0.8369,                0.68853,                0.68641,                 0.7505,                0.81723,             0.00089037,             0.00089037,             0.00089037
                     42,                0.71506,                0.49864,                0.82561,                0.78385,                0.75745,                 0.8301,                0.68161,                0.68703,                0.75683,                0.81713,             0.00087096,             0.00087096,             0.00087096
                     43,                0.73015,                0.51022,                0.83481,                0.84468,                0.78534,                0.84282,                0.68106,                 0.7227,                0.69268,                0.82163,             0.00085154,             0.00085154,             0.00085154
                     44,                0.69504,                0.49713,                0.82419,                0.79993,                0.76231,                0.82905,                0.67548,                0.69501,                0.75365,                0.81815,             0.00083213,             0.00083213,             0.00083213
                     45,                0.73225,                0.49869,                  0.833,                0.80385,                0.72249,                0.81788,                0.66642,                0.68111,                0.78689,                0.81644,             0.00081271,             0.00081271,             0.00081271
                     46,                0.71485,                0.47948,                0.83363,                0.80702,                0.73834,                 0.8212,                0.65274,                0.73753,                0.77174,                0.82565,              0.0007933,              0.0007933,              0.0007933
                     47,                0.70347,                 0.4738,                 0.8272,                0.81358,                0.72702,                0.81777,                0.66265,                0.70744,                0.76686,                0.82249,             0.00077388,             0.00077388,             0.00077388
                     48,                0.72285,                0.46504,                0.83023,                 0.7252,                0.78042,                  0.813,                0.67288,                0.67626,                0.79302,                0.81653,             0.00075446,             0.00075446,             0.00075446
                     49,                0.74393,                0.49622,                0.82277,                0.82136,                0.76439,                0.81517,                0.64318,                0.77726,                0.75328,                0.83202,             0.00073505,             0.00073505,             0.00073505
                     50,                0.73423,                0.47147,                0.82995,                  0.795,                0.76497,                 0.7989,                0.64666,                0.72934,                0.78358,                0.82677,             0.00071563,             0.00071563,             0.00071563
                     51,                0.73001,                 0.4634,                0.82725,                0.82676,                 0.7461,                0.79443,                0.65467,                0.67589,                0.76782,                0.81972,             0.00069622,             0.00069622,             0.00069622
                     52,                0.69411,                0.43745,                0.82688,                0.79664,                0.76418,                0.79063,                0.63169,                0.75646,                0.79599,                 0.8341,              0.0006768,              0.0006768,              0.0006768
                     53,                0.70792,                0.44988,                0.82296,                0.83704,                0.74016,                 0.8072,                0.64719,                 0.7356,                0.76517,                0.83074,             0.00065739,             0.00065739,             0.00065739
                     54,                0.66582,                0.41492,                 0.8211,                0.83809,                 0.7499,                0.81915,                0.67598,                0.66629,                0.71747,                0.81611,             0.00063797,             0.00063797,             0.00063797
                     55,                0.69303,                  0.429,                0.82636,                0.82128,                0.74501,                0.82832,                0.68266,                 0.6832,                0.72192,                0.81821,             0.00061856,             0.00061856,             0.00061856
                     56,                0.68434,                0.43333,                0.81807,                0.84029,                 0.7585,                0.83505,                0.66381,                0.75186,                0.69527,                0.82793,             0.00059914,             0.00059914,             0.00059914
                     57,                0.67987,                0.40682,                0.82385,                0.81856,                0.77835,                0.82771,                0.67975,                0.68181,                0.69772,                 0.8175,             0.00057972,             0.00057972,             0.00057972
                     58,                0.67931,                0.40575,                0.82048,                0.83046,                0.75276,                0.82577,                0.68224,                0.66043,                0.71944,                0.81536,             0.00056031,             0.00056031,             0.00056031
                     59,                0.67317,                0.40066,                0.81701,                0.80638,                0.74739,                0.80985,                0.65997,                0.68659,                0.79533,                0.81943,             0.00054089,             0.00054089,             0.00054089
                     60,                0.68739,                0.42087,                0.82178,                0.82834,                0.74113,                0.80401,                0.63403,                0.77581,                 0.8067,                0.83599,             0.00052148,             0.00052148,             0.00052148
                     61,                0.67357,                 0.4106,                0.81568,                0.87311,                0.76557,                0.81787,                0.65733,                0.73653,                 0.7373,                0.83266,             0.00050206,             0.00050206,             0.00050206
                     62,                 0.6587,                 0.4046,                0.81911,                0.83439,                0.78068,                0.82142,                0.67204,                0.69197,                0.71582,                 0.8246,             0.00048265,             0.00048265,             0.00048265
                     63,                0.66208,                 0.3979,                0.81281,                0.84716,                0.75853,                0.81605,                0.66744,                0.70626,                0.71599,                0.82554,             0.00046323,             0.00046323,             0.00046323
                     64,                0.66883,                0.39766,                0.81021,                0.84998,                0.75742,                0.80626,                0.63324,                0.75946,                0.72905,                0.83374,             0.00044381,             0.00044381,             0.00044381
                     65,                0.65354,                0.38425,                 0.8184,                0.85442,                0.75875,                0.81247,                0.64737,                0.73128,                0.70508,                0.82922,              0.0004244,              0.0004244,              0.0004244
                     66,                0.65344,                 0.3878,                0.81671,                0.84245,                0.77841,                0.81463,                0.66221,                 0.7019,                0.70638,                0.82617,             0.00040498,             0.00040498,             0.00040498
                     67,                0.64309,                0.37869,                0.81445,                0.81817,                0.77557,                0.80824,                0.64547,                0.74214,                0.74048,                0.83413,             0.00038557,             0.00038557,             0.00038557
                     68,                0.62524,                0.35741,                0.81647,                 0.8296,                0.70274,                0.79315,                0.63164,                0.74407,                 0.8396,                0.83456,             0.00036615,             0.00036615,             0.00036615
                     69,                0.61689,                0.36411,                0.81369,                0.82562,                0.73415,                0.79488,                0.63597,                0.73181,                0.80942,                0.83318,             0.00034674,             0.00034674,             0.00034674
                     70,                0.63651,                0.36428,                 0.8171,                0.82111,                0.76454,                0.79868,                0.63783,                0.73954,                0.76242,                0.83344,             0.00032732,             0.00032732,             0.00032732
                     71,                0.61992,                0.36074,                0.81595,                0.84071,                0.74889,                0.80001,                0.64108,                0.73357,                0.75226,                0.83309,              0.0003079,              0.0003079,              0.0003079
                     72,                0.59955,                0.34981,                0.80435,                 0.8288,                0.77779,                0.81346,                0.66339,                0.71029,                0.73825,                0.83037,             0.00028849,             0.00028849,             0.00028849
                     73,                0.60286,                0.35091,                0.81603,                0.81443,                0.78189,                0.81704,                0.67062,                0.68923,                0.72563,                0.82742,             0.00026907,             0.00026907,             0.00026907
                     74,                0.60403,                0.35558,                0.80952,                 0.8374,                0.78421,                0.82011,                0.67641,                0.67907,                0.71324,                0.82529,             0.00024966,             0.00024966,             0.00024966
                     75,                0.59674,                0.34371,                0.80035,                0.85057,                0.78186,                0.82108,                0.67138,                0.69086,                0.71284,                 0.8268,             0.00023024,             0.00023024,             0.00023024
                     76,                0.60964,                0.37458,                0.81836,                0.85107,                0.77487,                 0.8208,                0.66933,                0.70235,                0.70375,                0.82871,             0.00021083,             0.00021083,             0.00021083
                     77,                0.60694,                0.35627,                0.81647,                0.85382,                0.77881,                 0.8182,                0.66602,                0.69761,                0.70874,                0.82964,             0.00019141,             0.00019141,             0.00019141
                     78,                0.60143,                0.35185,                0.80821,                0.84734,                0.76622,                0.81688,                0.66075,                0.70671,                0.72846,                0.83058,               0.000172,               0.000172,               0.000172
                     79,                0.59411,                0.34522,                0.81472,                0.82886,                0.77062,                0.81072,                0.65078,                0.73441,                0.74742,                0.83434,             0.00015258,             0.00015258,             0.00015258
                     80,                0.58889,                0.34023,                0.81062,                0.83122,                0.76439,                 0.8193,                0.65664,                0.71177,                0.73858,                0.83035,             0.00013316,             0.00013316,             0.00013316
                     81,                0.59185,                0.33737,                0.81123,                0.84955,                0.75041,                0.81936,                0.66323,                0.69951,                0.73428,                0.82887,             0.00011375,             0.00011375,             0.00011375
                     82,                0.58788,                0.32281,                 0.8114,                 0.8425,                0.75252,                0.81876,                0.66578,                0.69917,                0.73392,                0.82887,             9.4333e-05,             9.4333e-05,             9.4333e-05
                     83,                0.57903,                0.32083,                0.81472,                0.82865,                0.75114,                0.81145,                0.65651,                0.70574,                0.73027,                0.82961,             7.4917e-05,             7.4917e-05,             7.4917e-05
                     84,                0.56301,                0.31392,                0.80244,                 0.8187,                 0.7722,                0.81369,                0.64994,                0.72523,                0.73348,                0.83513,             5.5501e-05,             5.5501e-05,             5.5501e-05
                     85,                0.57741,                0.31331,                0.80866,                0.81798,                0.77388,                0.81258,                 0.6509,                0.72514,                0.73392,                 0.8347,             3.6086e-05,             3.6086e-05,             3.6086e-05
