                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                0.60881,                0.37823,                0.81349,                0.82338,                0.77988,                0.85103,                0.65755,                0.82729,                0.77829,                0.85912,             0.00021083,             0.00021083,             0.00021083
                     77,                0.60044,                0.35777,                0.81664,                 0.8471,                0.76519,                0.85159,                0.66701,                0.80883,                0.76187,                0.85394,             0.00019141,             0.00019141,             0.00019141
                     78,                0.59436,                0.34604,                 0.8125,                0.85172,                0.77126,                0.85354,                0.66849,                 0.8073,                0.76188,                0.85183,               0.000172,               0.000172,               0.000172
                     79,                0.57791,                0.33136,                0.80817,                0.85049,                0.77424,                0.85686,                0.66807,                0.81912,                0.75714,                0.85539,             0.00015258,             0.00015258,             0.00015258
                     80,                0.56726,                0.33217,                0.81165,                0.83797,                0.77518,                0.86302,                0.67571,                0.79432,                   0.74,                0.85032,             0.00013316,             0.00013316,             0.00013316
                     81,                0.57411,                0.32576,                0.80689,                 0.8446,                0.77451,                0.86333,                0.67936,                0.79342,                0.73386,                0.84903,             0.00011375,             0.00011375,             0.00011375
                     82,                0.55553,                0.31083,                0.80865,                0.81205,                 0.7979,                0.86228,                 0.6766,                 0.7977,                 0.7386,                0.84976,             9.4333e-05,             9.4333e-05,             9.4333e-05
                     83,                0.55454,                0.31014,                0.81187,                0.80772,                0.80924,                0.86122,                0.67321,                    0.8,                0.74119,                 0.8495,             7.4917e-05,             7.4917e-05,             7.4917e-05
                     84,                 0.5534,                0.31376,                0.80433,                0.80535,                0.81777,                0.85901,                0.66933,                0.80673,                0.74011,                0.85006,             5.5501e-05,             5.5501e-05,             5.5501e-05
                     85,                0.54635,                0.29625,                  0.801,                0.80608,                0.81349,                0.85868,                0.66988,                0.80417,                0.74205,                0.84951,             3.6086e-05,             3.6086e-05,             3.6086e-05
