fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.80231,0.00427,0.00964,0.87674,0.00055,4.14676,0.64659,6.03087,0.51605,1.71089,0.03416,0.75932,0.40998,0.0,0.13781,0.37212,0.0,0.0,0.0,0.53684,0.0,0.89261,0.0,0.0
0.0,0.00577,0.00904,0.86199,0.00055,3.51061,0.56379,7.30879,0.52728,1.96005,0.03525,0.89554,0.48263,0.0,0.09248,0.31229,0.0,0.0,0.0,0.57767,0.0,0.92742,0.0,0.0
0.81112,0.00443,0.00981,0.88489,0.00053,4.15665,0.61281,6.03628,0.51382,1.71089,0.03416,0.7681,0.40998,0.0,0.13781,0.37212,0.0,0.0,0.0,0.53894,0.0,0.88577,0.0,0.0
0.0,0.00453,0.00981,0.86658,0.00051,4.10624,0.63246,6.52359,0.51382,1.71282,0.03275,0.73536,0.41451,0.0,0.13781,0.37021,0.0,0.0,0.0,0.5438,0.0,0.88987,0.0,0.0
0.0,0.00524,0.01221,0.88146,0.00056,3.18596,0.45794,8.46998,0.38064,1.53608,0.03179,0.87472,0.45556,0.0,0.08751,0.39915,0.0,0.0,0.0,0.60555,0.0,0.74221,0.0,0.0
0.78663,0.00542,0.00963,0.85154,0.00051,3.48326,0.58049,7.13357,0.51256,1.71057,0.03416,0.89788,0.50336,0.0,0.09291,0.35811,0.0,0.0,0.0,0.53832,0.0,0.82905,0.0,0.0
0.80041,0.0045,0.00981,0.89397,0.00054,4.09492,0.61281,6.21303,0.51382,1.94613,0.03448,0.83544,0.40998,0.0,0.13317,0.37014,0.0,0.0,0.0,0.50415,0.0,0.83025,0.0,0.0
0.77413,0.00541,0.01049,0.86673,0.00058,3.70641,0.47697,10.31242,0.37072,1.99065,0.03083,0.83303,0.44336,0.0,0.07268,0.45801,0.0,0.0,0.0,0.56241,0.0,0.7092,0.0,0.0
0.7877,0.0059,0.01062,0.86991,0.00052,3.28932,0.53131,8.17649,0.37072,1.63088,0.03142,0.9,0.44336,0.0,0.09238,0.35039,0.0,0.0,0.0,0.64479,0.0,0.7092,0.0,0.0
0.79888,0.00458,0.00895,0.88489,0.00037,4.27007,0.47904,6.03628,0.60189,1.17143,0.03416,0.68652,0.41796,0.0,0.16525,0.40575,0.0,0.0,0.0,0.72082,0.0,0.91794,0.0,0.0
0.0,0.00468,0.01083,0.88113,0.00056,3.93469,0.50136,5.35141,0.56307,1.79759,0.03351,0.78156,0.40998,0.0,0.13781,0.40516,0.0,0.0,0.0,0.58743,0.0,0.88577,0.0,0.0
0.0,0.00557,0.01062,0.87042,0.00058,2.86718,0.53131,7.59237,0.37072,1.71089,0.02687,0.80643,0.47167,0.0,0.10712,0.36877,0.0,0.0,0.0,0.63353,0.0,0.65879,0.0,0.0
0.79353,0.00487,0.01244,0.85193,0.00053,3.2381,0.45396,7.75839,0.33971,1.81693,0.03504,0.9,0.46261,0.0,0.09598,0.32817,0.0,0.0,0.0,0.49147,0.0,0.68015,0.0,0.0
0.0,0.00444,0.01006,0.91371,0.00055,4.22674,0.61391,5.91054,0.53743,1.56485,0.03436,0.70421,0.44323,0.0,0.14033,0.36552,0.0,0.0,0.0,0.5374,0.0,0.88577,0.0,0.0
0.0,0.00346,0.00891,0.85711,0.00051,3.52108,0.64659,6.46157,0.47801,1.71089,0.03875,0.75932,0.3799,0.0,0.16539,0.37212,0.0,0.0,0.0,0.53684,0.0,0.89261,0.0,0.0
0.78548,0.00548,0.01081,0.85508,0.00051,3.06662,0.53131,7.68829,0.36919,1.71089,0.03083,0.83303,0.45408,0.0,0.09157,0.38909,0.0,0.0,0.0,0.59672,0.0,0.7092,0.0,0.0
0.79223,0.00451,0.01007,0.89851,0.00058,4.15665,0.57324,5.97668,0.52683,1.79215,0.03319,0.77384,0.40998,0.0,0.15511,0.37212,0.0,0.0,0.0,0.53894,0.0,0.93166,0.0,0.0
0.0,0.00427,0.00931,0.81618,0.00047,4.68154,0.71827,7.09401,0.51605,1.59973,0.02692,0.64035,0.37716,0.0,0.13781,0.38488,0.0,0.0,0.0,0.58911,0.0,0.97072,0.0,0.0
0.80077,0.00414,0.00985,0.88295,0.00053,4.05034,0.57497,5.86162,0.50573,1.82612,0.03244,0.71796,0.36843,0.0,0.14155,0.391,0.0,0.0,0.0,0.56579,0.0,0.88577,0.0,0.0
0.0,0.0033,0.01107,0.88489,0.00042,4.08575,0.53227,6.33358,0.51382,1.46363,0.02996,0.7681,0.54068,0.0,0.13644,0.27918,0.0,0.0,0.0,0.45243,0.0,1.0,0.0,0.0
0.0,0.00459,0.00941,0.91469,0.00053,4.27352,0.64193,6.8673,0.51382,1.71089,0.03416,0.9,0.34206,0.0,0.13781,0.39123,0.0,0.0,0.0,0.65955,0.0,0.82123,0.0,0.0
0.80609,0.00432,0.00696,0.90749,0.00041,4.15665,0.63203,5.0567,0.54938,1.67192,0.03416,0.69668,0.34317,0.0,0.14897,0.27241,0.0,0.0,0.0,0.53894,0.0,0.74325,0.0,0.0
0.79673,0.00438,0.00986,0.88775,0.00051,4.23129,0.60496,5.67934,0.5325,1.76146,0.03314,0.7681,0.39298,0.0,0.13832,0.37212,0.0,0.0,0.0,0.53894,0.0,0.83802,0.0,0.0
0.0,0.00382,0.00811,0.80748,0.00063,3.0028,0.52011,6.36179,0.36211,1.6302,0.04936,0.45754,0.56587,0.0,0.08382,0.35089,0.0,0.0,0.0,0.50407,0.0,0.85299,0.0,0.0
0.80748,0.00432,0.00696,0.9076,0.00041,4.15578,0.63227,5.05783,0.54967,1.67192,0.03417,0.69668,0.34316,0.0,0.14887,0.27245,0.0,0.0,0.0,0.53876,0.0,0.74301,0.0,0.0
0.0,0.00443,0.00894,0.88489,0.00051,3.30634,0.60999,6.03628,0.48489,1.79711,0.03416,0.88136,0.41234,0.0,0.13654,0.37604,0.0,0.0,0.0,0.50212,0.0,0.88577,0.0,0.0
0.78694,0.00459,0.0079,0.98,0.00043,4.33421,0.61214,4.89444,0.48706,1.67335,0.03311,0.79183,0.3544,0.0,0.13304,0.298,0.0,0.0,0.0,0.58172,0.0,0.74325,0.0,0.0
0.0,0.00279,0.01132,0.87399,0.00053,3.86965,0.59445,7.5165,0.53854,1.38737,0.03717,0.73205,0.46518,0.0,0.13943,0.37706,0.0,0.0,0.0,0.53894,0.0,1.0,0.0,0.0
0.0,0.00404,0.00696,0.91756,0.00039,4.14628,0.57858,4.83665,0.48575,1.54145,0.03463,0.62382,0.36582,0.0,0.15746,0.27245,0.0,0.0,0.0,0.53216,0.0,0.60701,0.0,0.0
0.78867,0.00462,0.00997,0.86057,0.00058,4.15665,0.63035,6.03669,0.56594,1.34617,0.03418,0.80106,0.47284,0.0,0.173,0.36436,0.0,0.0,0.0,0.47496,0.0,0.86135,0.0,0.0
0.80093,0.00432,0.00696,0.89323,0.00041,4.15578,0.5496,5.12526,0.56532,1.45123,0.0337,0.73258,0.37541,0.0,0.14312,0.2637,0.0,0.0,0.0,0.56561,0.0,0.82369,0.0,0.0
0.80368,0.0043,0.00696,0.87664,0.00034,3.86853,0.73391,4.30805,0.4848,1.85039,0.04343,0.69668,0.40084,0.0,0.10579,0.29691,0.0,0.0,0.0,0.42901,0.0,0.7928,0.0,0.0
0.0,0.00455,0.00696,0.9076,0.00041,4.08561,0.60663,4.95705,0.54967,1.85272,0.03153,0.74808,0.35085,0.0,0.14887,0.27245,0.0,0.0,0.0,0.60522,0.0,0.68957,0.0,0.0
0.0,0.00433,0.00681,0.91971,0.00041,4.15665,0.68239,5.00882,0.53435,1.77989,0.03584,0.69668,0.32528,0.0,0.15007,0.27607,0.0,0.0,0.0,0.56281,0.0,0.83097,0.0,0.0
0.79627,0.00538,0.01067,0.8508,0.00051,3.18627,0.53581,7.75839,0.37072,1.72942,0.03083,0.83303,0.45208,0.0,0.09238,0.39672,0.0,0.0,0.0,0.59672,0.0,0.7092,0.0,0.0
0.0,0.0039,0.01049,0.90113,0.00055,4.15665,0.56432,5.29237,0.51178,1.71089,0.02846,0.88232,0.4615,0.0,0.11732,0.38961,0.0,0.0,0.0,0.53894,0.0,0.98271,0.0,0.0
0.0,0.00443,0.00981,0.8944,0.00053,3.17133,0.64695,6.0988,0.5507,1.71089,0.03019,0.73544,0.4435,0.0,0.15577,0.34143,0.0,0.0,0.0,0.57757,0.0,0.85518,0.0,0.0
0.78596,0.00541,0.0119,0.8372,0.0005,3.75463,0.53131,6.14299,0.35191,1.71089,0.03468,0.83303,0.41268,0.0,0.10108,0.37781,0.0,0.0,0.0,0.59672,0.0,0.71952,0.0,0.0
0.7924,0.0048,0.00696,0.87247,0.00055,4.08395,0.63978,4.70175,0.59902,1.30411,0.03581,0.66625,0.30813,0.0,0.14887,0.22794,0.0,0.0,0.0,0.53714,0.0,0.74301,0.0,0.0
0.81073,0.00427,0.00696,0.89825,0.00038,4.31608,0.64718,4.73143,0.53965,1.6237,0.03344,0.73223,0.34316,0.0,0.14239,0.26394,0.0,0.0,0.0,0.55652,0.0,0.7817,0.0,0.0
0.0,0.00492,0.00773,0.8689,0.00053,4.90742,0.52487,4.47513,0.58224,1.67674,0.03416,0.87804,0.45531,0.0,0.14415,0.35137,0.0,0.0,0.0,0.49411,0.0,1.0,0.0,0.0
0.0,0.00414,0.01156,0.88489,0.00047,4.53186,0.61281,5.67733,0.51382,1.63357,0.03843,0.74,0.40998,0.0,0.10043,0.40087,0.0,0.0,0.0,0.49297,0.0,0.88577,0.0,0.0
0.80874,0.00439,0.00711,0.90887,0.00042,4.32627,0.62304,5.02137,0.54557,1.63247,0.03368,0.69762,0.34748,0.0,0.14887,0.26906,0.0,0.0,0.0,0.5343,0.0,0.7569,0.0,0.0
0.0,0.00433,0.00708,0.89848,0.00039,4.29952,0.64718,4.66187,0.54659,1.7031,0.03474,0.73185,0.33323,0.0,0.13926,0.26394,0.0,0.0,0.0,0.55821,0.0,0.76864,0.0,0.0
0.0,0.00492,0.00996,0.9079,0.00053,4.15665,0.55679,5.89357,0.51382,1.67349,0.02981,0.7681,0.40198,0.0,0.13637,0.4049,0.0,0.0,0.0,0.53368,0.0,0.83313,0.0,0.0
0.80748,0.00447,0.00978,0.88717,0.00052,4.09673,0.60918,6.17104,0.50941,1.71089,0.03416,0.7681,0.40859,0.0,0.13559,0.36205,0.0,0.0,0.0,0.51586,0.0,0.8913,0.0,0.0
0.79052,0.00512,0.00974,0.85193,0.00051,3.03693,0.50511,8.17768,0.35724,1.78893,0.03345,0.84631,0.45865,0.0,0.09238,0.40078,0.0,0.0,0.0,0.61343,0.0,0.73668,0.0,0.0
0.0,0.00435,0.00711,0.90413,0.00045,4.28073,0.64823,5.06494,0.55571,1.57939,0.03324,0.66416,0.34706,0.0,0.15555,0.25426,0.0,0.0,0.0,0.52256,0.0,0.77015,0.0,0.0
0.80127,0.00377,0.01147,0.84282,0.0005,3.64506,0.6756,5.38214,0.51382,1.95867,0.04167,0.7681,0.19543,0.0,0.13916,0.33169,0.0,0.0,0.0,0.53894,0.0,1.0,0.0,0.0
0.0,0.00437,0.00816,0.87235,0.00055,4.00172,0.61281,6.59701,0.49067,1.71613,0.02938,0.80564,0.40889,0.0,0.13781,0.3503,0.0,0.0,0.0,0.54959,0.0,0.88305,0.0,0.0
0.79774,0.00539,0.00642,0.83105,0.00021,4.59582,0.79805,5.41462,0.53965,1.60615,0.03344,0.71654,0.21797,0.0,0.1769,0.23461,0.0,0.0,0.0,0.41781,0.0,0.79875,0.0,0.0
0.0,0.00429,0.00726,0.91855,0.00039,4.31608,0.65913,4.56484,0.51627,1.56842,0.03326,0.75189,0.34824,0.0,0.15624,0.28139,0.0,0.0,0.0,0.56768,0.0,0.78092,0.0,0.0
0.0,0.00438,0.0098,0.88734,0.00053,4.1781,0.62571,6.14641,0.50981,1.71172,0.03416,0.76252,0.41264,0.0,0.1388,0.38384,0.0,0.0,0.0,0.54963,0.0,0.87174,0.0,0.0
0.0,0.00439,0.00884,0.90137,0.00047,4.52009,0.54422,5.02137,0.52154,1.51702,0.03368,0.78014,0.32654,0.0,0.11025,0.30175,0.0,0.0,0.0,0.64126,0.0,0.81683,0.0,0.0
0.0,0.00452,0.01174,0.86731,0.00053,5.0,0.52832,5.69423,0.5053,1.90081,0.03398,0.66964,0.40118,0.0,0.14863,0.41416,0.0,0.0,0.0,0.62387,0.0,0.68865,0.0,0.0
0.78846,0.00715,0.01062,0.93483,0.00055,3.84144,0.43435,6.57276,0.37072,1.08497,0.02717,0.9,0.4064,0.0,0.11281,0.15087,0.0,0.0,0.0,0.6137,0.0,0.74535,0.0,0.0
0.0,0.00443,0.00994,0.88567,0.00055,4.09531,0.61281,6.02149,0.514,1.75409,0.0352,0.7681,0.40095,0.0,0.13933,0.3778,0.0,0.0,0.0,0.52758,0.0,0.89933,0.0,0.0
0.0,0.00439,0.00579,0.88765,0.00035,5.0,0.69172,4.52135,0.54557,1.60116,0.03486,0.5524,0.248,0.0,0.14887,0.28992,0.0,0.0,0.0,0.49775,0.0,0.58661,0.0,0.0
0.0,0.00427,0.00696,0.89911,0.00038,4.33099,0.65059,4.69626,0.54111,1.63702,0.03357,0.73572,0.34316,0.0,0.14303,0.26352,0.0,0.0,0.0,0.55652,0.0,0.78382,0.0,0.0
0.0,0.0042,0.00711,0.90887,0.00044,4.16258,0.60339,4.74056,0.52929,1.65137,0.03572,0.69149,0.32039,0.0,0.14207,0.25799,0.0,0.0,0.0,0.56355,0.0,0.76988,0.0,0.0
0.79287,0.00464,0.00981,0.86089,0.00059,3.7015,0.53352,6.03628,0.41718,1.47318,0.03962,0.80369,0.3088,0.0,0.14328,0.42462,0.0,0.0,0.0,0.53894,0.0,0.82138,0.0,0.0
0.0,0.00427,0.00818,0.88593,0.00038,5.0,0.65964,4.20987,0.41973,1.66709,0.03005,0.758,0.27718,0.0,0.15637,0.29197,0.0,0.0,0.0,0.59843,0.0,0.71003,0.0,0.0
0.81344,0.00424,0.0074,0.88738,0.00038,5.0,0.73839,4.57049,0.53536,1.56739,0.0358,0.73223,0.41069,0.0,0.13292,0.28683,0.0,0.0,0.0,0.51643,0.0,0.72986,0.0,0.0
0.0,0.00479,0.00596,0.89852,0.00035,4.61199,0.52421,4.30543,0.55454,1.64474,0.0358,0.72728,0.40499,0.0,0.15017,0.32308,0.0,0.0,0.0,0.51221,0.0,0.74539,0.0,0.0
0.8148,0.00428,0.00689,0.90488,0.00038,4.33235,0.64051,4.73143,0.53627,1.61461,0.03308,0.73923,0.34753,0.0,0.14462,0.2626,0.0,0.0,0.0,0.56184,0.0,0.76985,0.0,0.0
0.80063,0.00538,0.00689,0.90488,0.00038,4.19399,0.62839,5.52908,0.50767,2.04445,0.03454,0.73923,0.41452,0.0,0.14462,0.2626,0.0,0.0,0.0,0.4321,0.0,0.71465,0.0,0.0
0.80964,0.00389,0.00836,0.89961,0.00038,5.0,0.73839,4.71029,0.47952,1.44742,0.0325,0.73223,0.39819,0.0,0.13582,0.28683,0.0,0.0,0.0,0.48305,0.0,0.79416,0.0,0.0
0.80794,0.00385,0.0067,0.91405,0.00036,4.32008,0.64051,4.74401,0.56087,1.37766,0.03576,0.58795,0.34508,0.0,0.14462,0.2626,0.0,0.0,0.0,0.56184,0.0,0.86689,0.0,0.0
0.0,0.00388,0.00672,0.88738,0.00036,5.0,0.68087,4.57049,0.5257,1.70108,0.03331,0.73479,0.41944,0.0,0.13538,0.29085,0.0,0.0,0.0,0.47516,0.0,0.80227,0.0,0.0
0.0,0.00474,0.00964,0.88489,0.0005,3.87618,0.66851,6.44817,0.47821,1.67612,0.03416,0.76642,0.36996,0.0,0.13781,0.39017,0.0,0.0,0.0,0.56875,0.0,0.96188,0.0,0.0
0.80031,0.00352,0.00785,0.8004,0.00038,5.0,0.89054,4.4588,0.55378,1.49971,0.04507,0.82351,0.3955,0.0,0.16605,0.26845,0.0,0.0,0.0,0.54079,0.0,0.87285,0.0,0.0
0.0,0.0043,0.00718,0.88522,0.00038,5.0,0.73218,4.62803,0.52656,1.56739,0.0358,0.74248,0.41804,0.0,0.13494,0.29051,0.0,0.0,0.0,0.51354,0.0,0.73006,0.0,0.0
0.7909,0.00464,0.00979,0.89555,0.00051,3.97378,0.64697,5.73946,0.51605,1.64651,0.03416,0.73497,0.40998,0.0,0.13781,0.36371,0.0,0.0,0.0,0.48875,0.0,0.76979,0.0,0.0
0.79691,0.00428,0.00731,0.91786,0.00037,4.41172,0.62004,4.73143,0.53627,1.57006,0.03196,0.76527,0.35476,0.0,0.13516,0.2626,0.0,0.0,0.0,0.56184,0.0,0.74559,0.0,0.0
0.0,0.00424,0.00741,0.88897,0.00039,5.0,0.76026,4.63458,0.52822,1.57787,0.03616,0.73223,0.41548,0.0,0.13663,0.28344,0.0,0.0,0.0,0.51285,0.0,0.72986,0.0,0.0
0.81181,0.00424,0.00793,0.88398,0.00035,5.0,0.94532,4.57049,0.45391,1.88157,0.0358,0.73223,0.39247,0.0,0.13292,0.23306,0.0,0.0,0.0,0.4692,0.0,0.72986,0.0,0.0
0.80364,0.00377,0.0065,0.84964,0.00048,5.0,0.73839,4.28486,0.46739,1.33686,0.03923,0.82444,0.41916,0.0,0.12402,0.28683,0.0,0.0,0.0,0.4611,0.0,0.72986,0.0,0.0
0.80491,0.00428,0.00581,0.89498,0.00032,4.15776,0.64051,4.55818,0.53627,2.03406,0.0318,0.85485,0.32105,0.0,0.15826,0.31379,0.0,0.0,0.0,0.59183,0.0,0.91585,0.0,0.0
0.80658,0.00448,0.00649,0.90519,0.00039,4.33235,0.66716,4.69099,0.47058,1.40454,0.0308,0.85636,0.33425,0.0,0.14462,0.2626,0.0,0.0,0.0,0.56184,0.0,0.76985,0.0,0.0
