                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.71903,                0.57539,                0.83828,                 0.7525,                0.72827,                0.79392,                0.61861,                0.82144,                0.88712,                0.86619,             0.00090979,             0.00090979,             0.00090979
                     41,                 0.6876,                0.54547,                 0.8347,                0.70851,                0.77119,                0.79016,                0.61439,                0.81455,                0.92316,                0.86257,             0.00089037,             0.00089037,             0.00089037
                     42,                0.70611,                0.58468,                 0.8302,                0.69474,                0.81782,                0.79796,                0.61522,                0.83849,                0.89261,                0.86528,             0.00087096,             0.00087096,             0.00087096
                     43,                0.68946,                0.57098,                0.83429,                0.75743,                0.76738,                0.81095,                0.63515,                0.82392,                0.79899,                0.86791,             0.00085154,             0.00085154,             0.00085154
                     44,                0.72601,                0.56987,                0.83824,                0.75642,                0.78882,                0.81681,                0.64622,                0.77469,                0.81323,                0.86366,             0.00083213,             0.00083213,             0.00083213
                     45,                0.69443,                0.53171,                0.83396,                0.83175,                0.73101,                0.82608,                0.64572,                0.79958,                0.78148,                0.86284,             0.00081271,             0.00081271,             0.00081271
                     46,                0.68791,                0.52422,                0.83161,                0.77468,                0.78077,                0.82553,                  0.641,                 0.8055,                0.78986,                0.86075,              0.0007933,              0.0007933,              0.0007933
                     47,                0.68343,                0.51789,                0.83252,                0.74745,                0.77464,                0.83125,                  0.661,                0.78537,                0.79407,                0.85815,             0.00077388,             0.00077388,             0.00077388
                     48,                0.66976,                0.49707,                0.82349,                0.74718,                 0.7669,                0.82423,                0.65369,                0.78043,                0.79496,                0.86156,             0.00075446,             0.00075446,             0.00075446
                     49,                0.68821,                0.50677,                0.83136,                 0.7941,                0.69269,                0.81382,                0.64962,                0.76194,                0.82824,                0.85832,             0.00073505,             0.00073505,             0.00073505
                     50,                0.67433,                0.49412,                0.83007,                0.71692,                0.75687,                0.80272,                0.63985,                0.76715,                0.85837,                0.85888,             0.00071563,             0.00071563,             0.00071563
                     51,                0.67435,                0.49836,                0.82792,                0.78285,                0.70568,                0.81401,                0.64872,                0.76336,                0.78169,                0.85839,             0.00069622,             0.00069622,             0.00069622
                     52,                0.66865,                0.50012,                 0.8229,                0.76334,                 0.7516,                0.81915,                0.64379,                0.80233,                0.78843,                0.86052,              0.0006768,              0.0006768,              0.0006768
                     53,                0.71025,                0.53387,                0.83755,                0.71564,                0.77437,                0.80945,                0.65266,                0.75605,                0.83133,                0.85238,             0.00065739,             0.00065739,             0.00065739
                     54,                0.66566,                0.49162,                0.82422,                0.75025,                0.75104,                0.80454,                0.64406,                0.76129,                0.82949,                0.85319,             0.00063797,             0.00063797,             0.00063797
                     55,                0.67022,                0.46169,                0.82184,                0.77183,                0.71465,                0.80169,                0.62749,                0.80776,                0.84173,                0.86206,             0.00061856,             0.00061856,             0.00061856
                     56,                0.66417,                0.47738,                0.83285,                0.70417,                0.78308,                 0.8095,                0.63924,                0.77871,                0.83309,                0.86413,             0.00059914,             0.00059914,             0.00059914
                     57,                0.71138,                 0.5159,                0.82622,                0.78925,                0.72417,                0.81905,                0.65566,                0.76558,                0.81122,                0.86003,             0.00057972,             0.00057972,             0.00057972
                     58,                0.64609,                0.44296,                0.82348,                 0.7937,                 0.7622,                0.82905,                0.65432,                0.79366,                0.80156,                0.85955,             0.00056031,             0.00056031,             0.00056031
                     59,                0.66028,                0.46584,                0.82389,                0.78545,                0.75036,                0.82808,                0.65353,                0.80878,                 0.8273,                0.86096,             0.00054089,             0.00054089,             0.00054089
                     60,                0.66407,                0.47164,                0.82123,                0.79941,                0.73083,                0.80745,                0.64327,                0.77191,                0.83041,                0.86188,             0.00052148,             0.00052148,             0.00052148
                     61,                0.64403,                0.44153,                0.82658,                0.76273,                0.77235,                0.80795,                 0.6327,                0.79681,                0.81513,                0.86465,             0.00050206,             0.00050206,             0.00050206
                     62,                0.65825,                0.45425,                0.83638,                0.76878,                0.76773,                0.81592,                0.63737,                0.80065,                0.81383,                0.86586,             0.00048265,             0.00048265,             0.00048265
                     63,                0.66414,                0.44772,                0.83121,                 0.7754,                0.75894,                0.82062,                0.64935,                0.78945,                0.80948,                0.86424,             0.00046323,             0.00046323,             0.00046323
                     64,                0.63218,                0.42939,                0.81916,                0.72186,                0.78295,                0.81678,                 0.6418,                  0.801,                0.83207,                0.86066,             0.00044381,             0.00044381,             0.00044381
                     65,                0.62333,                0.41327,                0.82455,                0.74015,                0.75473,                0.81033,                0.63617,                0.79063,                0.84187,                0.85855,              0.0004244,              0.0004244,              0.0004244
                     66,                0.60431,                0.40865,                0.82251,                0.77249,                0.72131,                0.80779,                0.64772,                0.77288,                0.83689,                0.85818,             0.00040498,             0.00040498,             0.00040498
                     67,                0.65411,                0.43384,                0.82021,                0.78592,                0.71298,                0.81183,                0.64544,                0.78265,                0.84783,                0.86148,             0.00038557,             0.00038557,             0.00038557
                     68,                0.61315,                0.40006,                0.82162,                 0.7396,                0.72468,                0.80987,                0.63724,                0.80422,                0.87973,                0.86473,             0.00036615,             0.00036615,             0.00036615
                     69,                0.60834,                0.41153,                0.81185,                0.78027,                0.69448,                0.80715,                0.63604,                0.80732,                0.88612,                0.86489,             0.00034674,             0.00034674,             0.00034674
                     70,                0.59779,                 0.4062,                0.81787,                0.68791,                0.78335,                 0.8074,                0.63778,                0.79342,                0.85782,                0.86331,             0.00032732,             0.00032732,             0.00032732
                     71,                0.61048,                0.38656,                0.81305,                0.74974,                0.71297,                0.80962,                0.64044,                0.78808,                0.84039,                0.86222,              0.0003079,              0.0003079,              0.0003079
                     72,                0.61226,                 0.4003,                0.81706,                0.71164,                0.75917,                0.81093,                0.63994,                0.79289,                0.85283,                0.85955,             0.00028849,             0.00028849,             0.00028849
                     73,                 0.6061,                0.39335,                0.82051,                0.77105,                0.69679,                0.81112,                0.64438,                0.77072,                0.85541,                0.85677,             0.00026907,             0.00026907,             0.00026907
                     74,                0.60386,                0.37845,                0.81012,                0.71895,                0.75635,                0.81448,                0.65188,                0.76407,                0.84292,                0.85609,             0.00024966,             0.00024966,             0.00024966
                     75,                0.57033,                0.35902,                0.81141,                0.71159,                0.77024,                0.81609,                0.65339,                0.77254,                 0.8338,                0.85712,             0.00023024,             0.00023024,             0.00023024
                     76,                 0.5938,                0.40033,                0.82023,                0.76677,                0.74284,                0.82131,                0.65288,                0.78808,                0.80887,                0.85946,             0.00021083,             0.00021083,             0.00021083
                     77,                0.58098,                0.37071,                0.82158,                0.77762,                0.73132,                0.82222,                0.65675,                0.77788,                0.81506,                0.85815,             0.00019141,             0.00019141,             0.00019141
                     78,                0.59088,                0.37516,                0.82429,                0.80638,                 0.7077,                0.82136,                0.65298,                0.77523,                 0.8205,                0.85768,               0.000172,               0.000172,               0.000172
                     79,                 0.5742,                0.35336,                0.81564,                0.78607,                0.72761,                0.81787,                0.65064,                0.77768,                0.82576,                0.85778,             0.00015258,             0.00015258,             0.00015258
                     80,                0.55833,                 0.3539,                0.81202,                0.74037,                0.75017,                0.81494,                0.64862,                0.77342,                0.82598,                0.85652,             0.00013316,             0.00013316,             0.00013316
                     81,                0.56543,                0.34858,                0.81565,                0.74785,                0.75105,                0.81447,                0.64843,                0.76789,                0.82599,                0.85485,             0.00011375,             0.00011375,             0.00011375
                     82,                0.59247,                 0.3514,                0.82876,                0.75677,                 0.7391,                0.81251,                0.65052,                0.75822,                0.83052,                0.85271,             9.4333e-05,             9.4333e-05,             9.4333e-05
                     83,                  0.572,                0.35499,                0.82654,                0.75744,                0.73132,                0.81119,                0.65162,                 0.7501,                0.83445,                0.85105,             7.4917e-05,             7.4917e-05,             7.4917e-05
                     84,                0.55592,                0.35099,                0.80911,                0.73422,                0.76103,                0.81081,                0.65149,                0.75013,                0.83728,                0.85129,             5.5501e-05,             5.5501e-05,             5.5501e-05
                     85,                0.56378,                0.33672,                0.81116,                0.73739,                0.76232,                0.81223,                0.65272,                0.75329,                0.83803,                0.85206,             3.6086e-05,             3.6086e-05,             3.6086e-05
